"Witam. Mam pytanie, bo jesteście obznajomieni z nowymi technologiami. Myślę nad byciem grafikiem i nie wiem czy za mojego życia albo w bliższej przyszłości tego zawodu nie wyprze sztuczna inteligencja bo już teraz potrafi generować obrazy. :);"
Sądzę że ciebie wyprze. Już nie programowanie?;
A jak myślicie czy w przyszłości AI zastąpi grafika całkowicie?;
"oryginalny news: https://www.bloomberg.com/news/articles/2023-05-01/ibm-to-pause-hiring-for-back-office-jobs-that-ai-could-kill#xj4y7vzkg polski: https://www.computerworld.pl/news/W-ciagu-5-lat-IBM-zastapi-30-pracownikow-sztuczna-inteligencja,445372.html;"
"Nie no, co jak co, ale kiedy AI zastąpi twórców tych artykułów na polskich stronach to poziom wzrośnie diametralnie. Często jest to taka patologia, że grzechem jest czytać bez adblocka.;"
"Ta AI, która jest teraz, zastąpi sporo programistów, ale nie tyle ile nam się wydaje: a:) myli się b:) ma mały kontekst, kilkadziesiąt tysięcy słów? Oczywiście sytuacja jest dynamiczna;"
"Witam wszystkich, Ostatnio zainteresowało mnie zagadnienie sztucznej inteligencji a w szczególności sieci neuronowe. Szukam w tym celu materiałów i literatury, która przybliży mi te zagadnienia. Macie może jakieś książki lub inne źródła, które spodobały się wam i możecie polecić? Z góry wielkie dzięki.;"
"@mnygma: Zacznij od sieci neuronowych, później splotowe sieci neuronowe - convolutional neural networks - a a później rekurencyjne sieci neuronowe - RNN. To na początek. Materiałów nie szukaj w polskim internecie. Zacznij na courserze, potem sprawdź CS231N od stanforda.;"
"Na dzień dzisijeszy klienci mają zbyt niesprecyzowane potrzeby i zbyt popi$%dolone pomysły by ai to ogarniała. Jeszcze sporo wody w wiśle upłynie zanim ai nas zastąpi, ale o pracę się nie martwię, bo jak ai nas zastąpi to już nikt nie będzie pracował, będzie globalny komunizm :);"
"Lekcja na dziś: przetwarzanie języka naturalnego. Możesz zapisac się na kursy stanforda / mit z tego zakresu (z zakresu AI i uczenia maszynowego też) To się nazywa uczeniem maszynowym, patrz wyżej. Znów przetwarzanie języka naturalnego, patrz wyżej Biblioteki do rozpoznawania mowy są dostępne, ale żeby zinterpretować polecenia znów przetwarzanie języka naturalnego.  http://see.stanford.edu/see/courseinfo.aspx?coll=63480b48-8819-4efd-8412-263f1a472f5a http://see.stanford.edu/see/courseinfo.aspx?coll=348ca38a-3a6d-4052-937d-cb017338d7b1 http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-034-artificial-intelligence-fall-2010/ http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-034-artificial-intelligence-spring-2005/ http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-863j-natural-language-and-the-computer-representation-of-knowledge-spring-2003/ http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-864-advanced-natural-language-processing-fall-2005/ http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-867-machine-learning-fall-2006/ Co do samego pisania botów to zainteresuj się Google AI Challenge. To taki konkurs gdzie pisze się właśnie bota do jakiejś gry: http://aichallenge.org/ http://planetwars.aichallenge.org/;"
"Na uczelni mam przedmiot ""Narzędzia sztucznej inteligencji"" gdzie przedstawione są m.in. sztuczne sieci neuronowe, algorytmy generyczne/genetyczne(?), algorytm wspinaczkowy i takie tam. Oczywiście przedmiot zaliczany jest projektem. Pomyślałem, że zamiast zaimplementować, któreś z tym zagadnień na lewo na ""3"" to spróbuje czegoś ambitniejszego co mógłbym podpiąć pod pracę inżynierską. I tutaj pojawia się problem. Ze sztuczną inteligencją nigdy nie miałem wspólnego nic a nic. Myślę czy podjąć się pracy nad czymś w rodzaju ""chatbot""a typu ""Cleverbot"" lub ""Tay""? Czy może napisać program do gry w kółko i krzyżyk, który się ""uczy""?;"
"Obecnie masz tryliard zastosowań sztucznej inteligencji. Wpisz sobie ""applications of deep learning"" ""aplplications of machine learning"" ""applications of text mining"" itp.   albo zobacz konkursy na kaggle.com .  IT,finanse, inżynieria, marketing,medycyna. Z takich codziennych rzeczy można by wymieniać setki przykładów, pierwsze z brzegu : silnik rekomendacji walla facebooka, aplikacja prisma, filter spamu, detekcja twarzy w smarthponeach, cały text mining (chatboty w stylu TAI itp.), rozpoznawanie obrazu;"
"Ludzka świadomość, to nauczyciel, który sam sobie zleca zadania, których jego sieci neuronowe się uczą. W ogóle to wypadało by zrobić skany mózgu, w jego pierwszych stadiach rozwoju, i przeanalizować jego dynamiczny rozwój, bo to kluczowy element do zrozumienia całej tej idei.;"
